source_event_id,event_name,event_date_iso,event_url,source_matchup_id,fighter_1_name,fighter_2_name,fighter_1_url,fighter_2_url,pair_key
ufc-3193,UFC,2024-03-02,https://www.bestfightodds.com/events/ufc-3193,34072,Matt Schnell,Steve Erceg,/fighters/matt-schnell-3492,/fighters/steve-erceg-17167,"('matt schnell', 'steve erceg')"
ufc-3193,UFC,2024-03-02,https://www.bestfightodds.com/events/ufc-3193,34191,Bernardo Sopai,Vinicius Oliveira,/fighters/bernardo-sopai-10998,/fighters/vinicius-oliveira-16540,"('bernardo sopai', 'vinicius oliveira')"
ufc-3193,UFC,2024-03-02,https://www.bestfightodds.com/events/ufc-3193,33982,Eryk Anders,Jamie Pickett,/fighters/eryk-anders-6686,/fighters/jamie-pickett-7361,"('eryk anders', 'jamie pickett')"
ufc-3193,UFC,2024-03-02,https://www.bestfightodds.com/events/ufc-3193,33979,Aiemann Zahabi,Javid Basharat,/fighters/aiemann-zahabi-6901,/fighters/javid-basharat-10973,"('aiemann zahabi', 'javid basharat')"
ufc-3193,UFC,2024-03-02,https://www.bestfightodds.com/events/ufc-3193,34089,Christian Leroy Duncan,Claudio Ribeiro,/fighters/christian-leroy-duncan-12577,/fighters/claudio-ribeiro-14247,"('christian leroy duncan', 'claudio ribeiro')"
ufc-3193,UFC,2024-03-02,https://www.bestfightodds.com/events/ufc-3193,34190,Aj Cunningham,Ludovit Klein,/fighters/aj-cunningham-12280,/fighters/ludovit-klein-7610,"('aj cunningham', 'ludovit klein')"
ufc-3193,UFC,2024-03-02,https://www.bestfightodds.com/events/ufc-3193,33977,Abdul-Kareem Al-Selwady,Loik Radzhabov,/fighters/abdul-kareem-al-selwady-10295,/fighters/loik-radzhabov-9040,"('abdul kareem al selwady', 'loik radzhabov')"
ufc-3157,UFC,2024-03-09,https://www.bestfightodds.com/events/ufc-3157,33700,Asu Almabaev,Cj Vergara,/fighters/asu-almabaev-10853,/fighters/cj-vergara-17015,"('asu almabayev', 'cj vergara')"
ufc-3157,UFC,2024-03-09,https://www.bestfightodds.com/events/ufc-3157,33924,Joanne Wood,Maryna Moroz,/fighters/joanne-wood-12845,/fighters/maryna-moroz-5527,"('joanne wood', 'maryna moroz')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,32385,Marlon Vera,Sean O'Malley,/fighters/marlon-vera-5317,/fighters/sean-o-malley-7125,"('marlon vera', 'sean omalley')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33752,Benoit Saint-Denis,Dustin Poirier,/fighters/benoit-saint-denis-10992,/fighters/dustin-poirier-2034,"('benoit saint denis', 'dustin poirier')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33670,Kevin Holland,Michael Page,/fighters/kevin-holland-5910,/fighters/michael-page-3937,"('kevin holland', 'michael page')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33669,Gilbert Burns,Jack Della Maddalena,/fighters/gilbert-burns-4747,/fighters/jack-della-maddalena-7492,"('gilbert burns', 'jack della maddalena')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33667,Petr Yan,Song Yadong,/fighters/petr-yan-7578,/fighters/song-yadong-9482,"('petr yan', 'song yadong')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33672,Curtis Blaydes,Jailton Almeida,/fighters/curtis-blaydes-5732,/fighters/jailton-almeida-12427,"('curtis blaydes', 'jailton almeida')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,34189,Katlyn Cerminara,Maycee Barber,/fighters/katlyn-cerminara-17241,/fighters/maycee-barber-7240,"('katlyn cerminara', 'maycee barber')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33704,Katlyn Chookagian,Maycee Barber,/fighters/katlyn-chookagian-5133,/fighters/maycee-barber-7240,"('katlyn chookagian', 'maycee barber')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33703,Mateusz Gamrot,Rafael Dos Anjos,/fighters/mateusz-gamrot-4189,/fighters/rafael-dos-anjos-895,"('mateusz gamrot', 'rafael dos anjos')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33701,Kyler Phillips,Pedro Munhoz,/fighters/kyler-phillips-7228,/fighters/pedro-munhoz-3750,"('kyler phillips', 'pedro munhoz')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,34212,Ion Cutelaba,Philipe Lins,/fighters/ion-cutelaba-4315,/fighters/philipe-lins-3370,"('ion cutelaba', 'philipe lins')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33922,Michal Oleksiejczuk,Michel Pereira,/fighters/michal-oleksiejczuk-7639,/fighters/michel-pereira-9071,"('michal oleksiejczuk', 'michel pereira')"
ufc-299-3155,UFC 299,2024-03-10,https://www.bestfightodds.com/events/ufc-299-3155,33923,Josh Parisian,Robelis Despaigne,/fighters/josh-parisian-8374,/fighters/robelis-despaigne-16067,"('josh parisian', 'robelis despaigne')"
ufc-3192,UFC,2024-03-16,https://www.bestfightodds.com/events/ufc-3192,33972,Macy Chiasson,Pannie Kianzad,/fighters/macy-chiasson-8148,/fighters/pannie-kianzad-5306,"('macy chiasson', 'pannie kianzad')"
ufc-3192,UFC,2024-03-16,https://www.bestfightodds.com/events/ufc-3192,33971,Bryan Barberena,Gerald Meerschaert,/fighters/bryan-barberena-4982,/fighters/gerald-meerschaert-3628,"('bryan barberena', 'gerald meerschaert')"
