source_event_id,source_matchup_id,bookmaker_id,bookmaker_name,fighter_name,fighter_url,american_odds,event_name,event_date_iso,event_url
ufc-3230,34429,20,BetWay,Norma Dumont,/fighters/norma-dumont-9825,-125,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34429,26,Unibet,Norma Dumont,/fighters/norma-dumont-9825,-125,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34429,23,BetMGM,Norma Dumont,/fighters/norma-dumont-9825,-105,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34429,22,DraftKings,Norma Dumont,/fighters/norma-dumont-9825,-115,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,21,FanDuel,Pedro Falcao,/fighters/pedro-falcao-5809,+120,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,24,Caesars,Pedro Falcao,/fighters/pedro-falcao-5809,+135,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,25,BetRivers,Pedro Falcao,/fighters/pedro-falcao-5809,+115,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,20,BetWay,Pedro Falcao,/fighters/pedro-falcao-5809,+120,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,26,Unibet,Pedro Falcao,/fighters/pedro-falcao-5809,+115,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,23,BetMGM,Pedro Falcao,/fighters/pedro-falcao-5809,+130,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,22,DraftKings,Pedro Falcao,/fighters/pedro-falcao-5809,+130,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,21,FanDuel,Victor Hugo,/fighters/victor-hugo-12838,-142,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,24,Caesars,Victor Hugo,/fighters/victor-hugo-12838,-160,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,25,BetRivers,Victor Hugo,/fighters/victor-hugo-12838,-141,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,20,BetWay,Victor Hugo,/fighters/victor-hugo-12838,-140,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,26,Unibet,Victor Hugo,/fighters/victor-hugo-12838,-141,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,23,BetMGM,Victor Hugo,/fighters/victor-hugo-12838,-160,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34603,22,DraftKings,Victor Hugo,/fighters/victor-hugo-12838,-155,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,21,FanDuel,Dan Argueta,/fighters/dan-argueta-14725,+142,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,24,Caesars,Dan Argueta,/fighters/dan-argueta-14725,+135,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,25,BetRivers,Dan Argueta,/fighters/dan-argueta-14725,+143,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,20,BetWay,Dan Argueta,/fighters/dan-argueta-14725,+135,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,26,Unibet,Dan Argueta,/fighters/dan-argueta-14725,+143,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,23,BetMGM,Dan Argueta,/fighters/dan-argueta-14725,+140,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,22,DraftKings,Dan Argueta,/fighters/dan-argueta-14725,+130,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,21,FanDuel,Jean Matsumoto,/fighters/jean-matsumoto-14110,-168,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,24,Caesars,Jean Matsumoto,/fighters/jean-matsumoto-14110,-160,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,25,BetRivers,Jean Matsumoto,/fighters/jean-matsumoto-14110,-180,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,20,BetWay,Jean Matsumoto,/fighters/jean-matsumoto-14110,-160,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,26,Unibet,Jean Matsumoto,/fighters/jean-matsumoto-14110,-180,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,23,BetMGM,Jean Matsumoto,/fighters/jean-matsumoto-14110,-165,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34433,22,DraftKings,Jean Matsumoto,/fighters/jean-matsumoto-14110,-155,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,21,FanDuel,Cesar Almeida,/fighters/cesar-almeida-16304,+124,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,24,Caesars,Cesar Almeida,/fighters/cesar-almeida-16304,+140,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,25,BetRivers,Cesar Almeida,/fighters/cesar-almeida-16304,+120,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,20,BetWay,Cesar Almeida,/fighters/cesar-almeida-16304,+120,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,26,Unibet,Cesar Almeida,/fighters/cesar-almeida-16304,+120,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,23,BetMGM,Cesar Almeida,/fighters/cesar-almeida-16304,+135,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,22,DraftKings,Cesar Almeida,/fighters/cesar-almeida-16304,+140,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,21,FanDuel,Dylan Budka,/fighters/dylan-budka-13649,-146,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,24,Caesars,Dylan Budka,/fighters/dylan-budka-13649,-165,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,25,BetRivers,Dylan Budka,/fighters/dylan-budka-13649,-150,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,20,BetWay,Dylan Budka,/fighters/dylan-budka-13649,-145,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,26,Unibet,Dylan Budka,/fighters/dylan-budka-13649,-150,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,23,BetMGM,Dylan Budka,/fighters/dylan-budka-13649,-165,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34468,22,DraftKings,Dylan Budka,/fighters/dylan-budka-13649,-166,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34473,25,BetRivers,Melissa Dixon,/fighters/melissa-dixon-13981,-345,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34473,26,Unibet,Melissa Dixon,/fighters/melissa-dixon-13981,-345,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34473,25,BetRivers,Nora Cornolle,/fighters/nora-cornolle-14385,+265,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34473,26,Unibet,Nora Cornolle,/fighters/nora-cornolle-14385,+265,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,21,FanDuel,Melissa Mullins,/fighters/melissa-mullins-17402,-390,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,24,Caesars,Melissa Mullins,/fighters/melissa-mullins-17402,-400,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,20,BetWay,Melissa Mullins,/fighters/melissa-mullins-17402,-350,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,23,BetMGM,Melissa Mullins,/fighters/melissa-mullins-17402,-375,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,22,DraftKings,Melissa Mullins,/fighters/melissa-mullins-17402,-360,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,21,FanDuel,Nora Cornolle,/fighters/nora-cornolle-14385,+310,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,24,Caesars,Nora Cornolle,/fighters/nora-cornolle-14385,+310,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,20,BetWay,Nora Cornolle,/fighters/nora-cornolle-14385,+275,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,23,BetMGM,Nora Cornolle,/fighters/nora-cornolle-14385,+280,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3230,34470,22,DraftKings,Nora Cornolle,/fighters/nora-cornolle-14385,+285,UFC,2024-04-06,https://www.bestfightodds.com/events/ufc-3230
ufc-3159,34347,21,FanDuel,Jalin Turner,/fighters/jalin-turner-6854,-260,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,24,Caesars,Jalin Turner,/fighters/jalin-turner-6854,-275,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,25,BetRivers,Jalin Turner,/fighters/jalin-turner-6854,-286,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,20,BetWay,Jalin Turner,/fighters/jalin-turner-6854,-225,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,26,Unibet,Jalin Turner,/fighters/jalin-turner-6854,-286,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,23,BetMGM,Jalin Turner,/fighters/jalin-turner-6854,-250,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,22,DraftKings,Jalin Turner,/fighters/jalin-turner-6854,-270,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,21,FanDuel,Renato Moicano,/fighters/renato-moicano-5598,+215,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,24,Caesars,Renato Moicano,/fighters/renato-moicano-5598,+225,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,25,BetRivers,Renato Moicano,/fighters/renato-moicano-5598,+220,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,20,BetWay,Renato Moicano,/fighters/renato-moicano-5598,+185,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,26,Unibet,Renato Moicano,/fighters/renato-moicano-5598,+220,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,23,BetMGM,Renato Moicano,/fighters/renato-moicano-5598,+200,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34347,22,DraftKings,Renato Moicano,/fighters/renato-moicano-5598,+220,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,21,FanDuel,Jessica Andrade,/fighters/jessica-andrade-4201,-152,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,24,Caesars,Jessica Andrade,/fighters/jessica-andrade-4201,-160,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,25,BetRivers,Jessica Andrade,/fighters/jessica-andrade-4201,-165,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,20,BetWay,Jessica Andrade,/fighters/jessica-andrade-4201,-140,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,26,Unibet,Jessica Andrade,/fighters/jessica-andrade-4201,-165,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,23,BetMGM,Jessica Andrade,/fighters/jessica-andrade-4201,-160,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,22,DraftKings,Jessica Andrade,/fighters/jessica-andrade-4201,-162,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,21,FanDuel,Marina Rodriguez,/fighters/marina-rodriguez-8543,+128,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,24,Caesars,Marina Rodriguez,/fighters/marina-rodriguez-8543,+135,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,25,BetRivers,Marina Rodriguez,/fighters/marina-rodriguez-8543,+132,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,20,BetWay,Marina Rodriguez,/fighters/marina-rodriguez-8543,+120,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,26,Unibet,Marina Rodriguez,/fighters/marina-rodriguez-8543,+132,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,23,BetMGM,Marina Rodriguez,/fighters/marina-rodriguez-8543,+130,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,34034,22,DraftKings,Marina Rodriguez,/fighters/marina-rodriguez-8543,+136,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,21,FanDuel,Bobby Green,/fighters/bobby-green-1060,-190,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,24,Caesars,Bobby Green,/fighters/bobby-green-1060,-210,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,25,BetRivers,Bobby Green,/fighters/bobby-green-1060,-205,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,20,BetWay,Bobby Green,/fighters/bobby-green-1060,-180,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,26,Unibet,Bobby Green,/fighters/bobby-green-1060,-205,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,23,BetMGM,Bobby Green,/fighters/bobby-green-1060,-185,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,22,DraftKings,Bobby Green,/fighters/bobby-green-1060,-198,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,21,FanDuel,Jim Miller,/fighters/jim-miller-265,+160,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,24,Caesars,Jim Miller,/fighters/jim-miller-265,+175,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,25,BetRivers,Jim Miller,/fighters/jim-miller-265,+163,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,20,BetWay,Jim Miller,/fighters/jim-miller-265,+150,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,26,Unibet,Jim Miller,/fighters/jim-miller-265,+163,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,23,BetMGM,Jim Miller,/fighters/jim-miller-265,+150,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33814,22,DraftKings,Jim Miller,/fighters/jim-miller-265,+164,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,21,FanDuel,Cody Garbrandt,/fighters/cody-garbrandt-5368,+280,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,24,Caesars,Cody Garbrandt,/fighters/cody-garbrandt-5368,+300,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,25,BetRivers,Cody Garbrandt,/fighters/cody-garbrandt-5368,+250,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,20,BetWay,Cody Garbrandt,/fighters/cody-garbrandt-5368,+290,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,26,Unibet,Cody Garbrandt,/fighters/cody-garbrandt-5368,+250,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,23,BetMGM,Cody Garbrandt,/fighters/cody-garbrandt-5368,+280,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,22,DraftKings,Cody Garbrandt,/fighters/cody-garbrandt-5368,+300,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,21,FanDuel,Deiveson Figueiredo,/fighters/deiveson-figueiredo-7514,-350,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,24,Caesars,Deiveson Figueiredo,/fighters/deiveson-figueiredo-7514,-380,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,25,BetRivers,Deiveson Figueiredo,/fighters/deiveson-figueiredo-7514,-335,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,20,BetWay,Deiveson Figueiredo,/fighters/deiveson-figueiredo-7514,-375,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,26,Unibet,Deiveson Figueiredo,/fighters/deiveson-figueiredo-7514,-335,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,23,BetMGM,Deiveson Figueiredo,/fighters/deiveson-figueiredo-7514,-375,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-3159,33808,22,DraftKings,Deiveson Figueiredo,/fighters/deiveson-figueiredo-7514,-380,UFC,2024-04-13,https://www.bestfightodds.com/events/ufc-3159
ufc-300-3205,34091,21,FanDuel,Alex Pereira,/fighters/alex-pereira-10463,-132,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,24,Caesars,Alex Pereira,/fighters/alex-pereira-10463,-150,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,25,BetRivers,Alex Pereira,/fighters/alex-pereira-10463,-137,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,20,BetWay,Alex Pereira,/fighters/alex-pereira-10463,-130,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,26,Unibet,Alex Pereira,/fighters/alex-pereira-10463,-137,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,23,BetMGM,Alex Pereira,/fighters/alex-pereira-10463,-155,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,22,DraftKings,Alex Pereira,/fighters/alex-pereira-10463,-130,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,21,FanDuel,Jamahal Hill,/fighters/jamahal-hill-9288,+112,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,24,Caesars,Jamahal Hill,/fighters/jamahal-hill-9288,+125,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,25,BetRivers,Jamahal Hill,/fighters/jamahal-hill-9288,+110,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,20,BetWay,Jamahal Hill,/fighters/jamahal-hill-9288,+110,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,26,Unibet,Jamahal Hill,/fighters/jamahal-hill-9288,+110,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,23,BetMGM,Jamahal Hill,/fighters/jamahal-hill-9288,+125,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,34091,22,DraftKings,Jamahal Hill,/fighters/jamahal-hill-9288,+110,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,21,FanDuel,Yan Xiaonan,/fighters/yan-xiaonan-9553,+390,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,24,Caesars,Yan Xiaonan,/fighters/yan-xiaonan-9553,+400,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,25,BetRivers,Yan Xiaonan,/fighters/yan-xiaonan-9553,+430,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,20,BetWay,Yan Xiaonan,/fighters/yan-xiaonan-9553,+375,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,26,Unibet,Yan Xiaonan,/fighters/yan-xiaonan-9553,+430,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,23,BetMGM,Yan Xiaonan,/fighters/yan-xiaonan-9553,+390,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,22,DraftKings,Yan Xiaonan,/fighters/yan-xiaonan-9553,+350,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,21,FanDuel,Zhang Weili,/fighters/zhang-weili-9795,-520,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,24,Caesars,Zhang Weili,/fighters/zhang-weili-9795,-550,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,25,BetRivers,Zhang Weili,/fighters/zhang-weili-9795,-590,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,20,BetWay,Zhang Weili,/fighters/zhang-weili-9795,-500,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,26,Unibet,Zhang Weili,/fighters/zhang-weili-9795,-590,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,23,BetMGM,Zhang Weili,/fighters/zhang-weili-9795,-550,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33803,22,DraftKings,Zhang Weili,/fighters/zhang-weili-9795,-455,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,21,FanDuel,Justin Gaethje,/fighters/justin-gaethje-3964,-180,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,24,Caesars,Justin Gaethje,/fighters/justin-gaethje-3964,-190,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,25,BetRivers,Justin Gaethje,/fighters/justin-gaethje-3964,-195,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,20,BetWay,Justin Gaethje,/fighters/justin-gaethje-3964,-150,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,26,Unibet,Justin Gaethje,/fighters/justin-gaethje-3964,-195,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,23,BetMGM,Justin Gaethje,/fighters/justin-gaethje-3964,-190,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,22,DraftKings,Justin Gaethje,/fighters/justin-gaethje-3964,-185,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,21,FanDuel,Max Holloway,/fighters/max-holloway-3090,+152,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,24,Caesars,Max Holloway,/fighters/max-holloway-3090,+160,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,25,BetRivers,Max Holloway,/fighters/max-holloway-3090,+155,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,20,BetWay,Max Holloway,/fighters/max-holloway-3090,+125,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,26,Unibet,Max Holloway,/fighters/max-holloway-3090,+155,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,23,BetMGM,Max Holloway,/fighters/max-holloway-3090,+155,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33813,22,DraftKings,Max Holloway,/fighters/max-holloway-3090,+154,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,21,FanDuel,Arman Tsarukyan,/fighters/arman-tsarukyan-9034,-215,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,24,Caesars,Arman Tsarukyan,/fighters/arman-tsarukyan-9034,-195,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,25,BetRivers,Arman Tsarukyan,/fighters/arman-tsarukyan-9034,-195,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,20,BetWay,Arman Tsarukyan,/fighters/arman-tsarukyan-9034,-220,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,26,Unibet,Arman Tsarukyan,/fighters/arman-tsarukyan-9034,-195,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,23,BetMGM,Arman Tsarukyan,/fighters/arman-tsarukyan-9034,-200,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,22,DraftKings,Arman Tsarukyan,/fighters/arman-tsarukyan-9034,-218,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,21,FanDuel,Charles Oliveira,/fighters/charles-oliveira-1893,+180,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,24,Caesars,Charles Oliveira,/fighters/charles-oliveira-1893,+165,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,25,BetRivers,Charles Oliveira,/fighters/charles-oliveira-1893,+155,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,20,BetWay,Charles Oliveira,/fighters/charles-oliveira-1893,+180,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,26,Unibet,Charles Oliveira,/fighters/charles-oliveira-1893,+155,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,23,BetMGM,Charles Oliveira,/fighters/charles-oliveira-1893,+165,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33753,22,DraftKings,Charles Oliveira,/fighters/charles-oliveira-1893,+190,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
ufc-300-3205,33708,21,FanDuel,Bo Nickal,/fighters/bo-nickal-14211,-1500,UFC 300,2024-04-14,https://www.bestfightodds.com/events/ufc-300-3205
