source_event_id,event_name,event_date_iso,event_url,source_matchup_id,fighter_1_name,fighter_2_name,fighter_1_url,fighter_2_url,pair_key,reason,candidate_count
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42691,Kenzo Biyong,Raphael Ferreira,/fighters/kenzo-biyong-21739,/fighters/raphael-ferreira-21740,"('kenzo biyong', 'raphael ferreira')",unmatched,0
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42692,Maria Carolina Joia,Rana Willink,/fighters/maria-carolina-joia-21741,/fighters/rana-willink-20664,"('maria carolina joia', 'rana willink')",unmatched,0
ufc-bjj-7-4123,UFC BJJ 7,2026-04-03,https://www.bestfightodds.com/events/ufc-bjj-7-4123,42725,Declan Moody,Patrick Gaudio,/fighters/declan-moody-21736,/fighters/patrick-gaudio-14465,"('declan moody', 'patrick gaudio')",unmatched,0
ufc-winnipeg-4130,UFC Winnipeg,2026-04-18,https://www.bestfightodds.com/events/ufc-winnipeg-4130,42756,John Castaneda,Mark Vologdin,/fighters/john-castaneda-7396,/fighters/mark-vologdin-16787,"('john castaneda', 'mark vologdin')",unmatched,0
ufc-winnipeg-4130,UFC Winnipeg,2026-04-18,https://www.bestfightodds.com/events/ufc-winnipeg-4130,42754,Allan Nascimento,Mitch Raposo,/fighters/allan-nascimento-6373,/fighters/mitch-raposo-10778,"('allan nascimento', 'mitch raposo')",unmatched,0
ufc-vegas-116-4147,UFC Vegas 116,2026-04-25,https://www.bestfightodds.com/events/ufc-vegas-116-4147,42915,Davey Grant,Juan Martinetti,/fighters/davey-grant-4074,/fighters/juan-martinetti-21864,"('davey grant', 'juan martinetti')",unmatched,0
ufc-vegas-116-4147,UFC Vegas 116,2026-04-25,https://www.bestfightodds.com/events/ufc-vegas-116-4147,42921,Jafel Filho,Lucas Rocha,/fighters/jafel-filho-14406,/fighters/lucas-rocha-15885,"('jafel filho', 'lucas rocha')",unmatched,0
ufc-vegas-117-4186,UFC Vegas 117,2026-05-16,https://www.bestfightodds.com/events/ufc-vegas-117-4186,43250,Artur Minev,Thomas Grantt,/fighters/artur-minev-18690,/fighters/thomas-grantt-22020,"('artur minev', 'thomas grantt')",unmatched,0
ufc-vegas-117-4178,UFC Vegas 117,2026-05-17,https://www.bestfightodds.com/events/ufc-vegas-117-4178,43234,Modestas Bukauskas,Rodolfo Bellato,/fighters/modestas-bukauskas-7865,/fighters/rodolfo-bellato-11728,"('modestas bukauskas', 'rodolfo bellato')",unmatched,0
ufc-vegas-117-4178,UFC Vegas 117,2026-05-17,https://www.bestfightodds.com/events/ufc-vegas-117-4178,43239,Tommy Gantt,Trey Ogden,/fighters/tommy-gantt-22019,/fighters/trey-ogden-5784,"('tommy gantt', 'trey ogden')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43358,Kevin Dantzler,Mikey Musumeci,/fighters/kevin-dantzler-15037,/fighters/mikey-musumeci-11707,"('kevin dantzler', 'mikey musumeci')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43359,Cassia Moura,Sabrina Gondim,/fighters/cassia-moura-20008,/fighters/sabrina-gondim-22082,"('cassia moura', 'sabrina gondim')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43360,Manuel Ribamar,William Tackett,/fighters/manuel-ribamar-22083,/fighters/william-tackett-14449,"('manuel ribamar', 'william tackett')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43361,Danilo Moreira,Ethan Crelinsten,/fighters/danilo-moreira-22084,/fighters/ethan-crelinsten-14430,"('danilo moreira', 'ethan crelinsten')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43362,Andy Varela,Jett Thompson,/fighters/andy-varela-13037,/fighters/jett-thompson-22085,"('andy varela', 'jett thompson')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43363,Keith Krikorian,Landon Elmore,/fighters/keith-krikorian-14438,/fighters/landon-elmore-20665,"('keith krikorian', 'landon elmore')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43364,Liam Crelinsten,Max Livingston,/fighters/liam-crelinsten-22086,/fighters/max-livingston-20752,"('liam crelinsten', 'max livingston')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43365,Azamat Bakytov,Thomas David,/fighters/azamat-bakytov-22087,/fighters/thomas-david-22088,"('azamat bakytov', 'thomas david')",unmatched,0
ufc-bjj-8-4197,UFC BJJ 8,2026-05-22,https://www.bestfightodds.com/events/ufc-bjj-8-4197,43405,Derek Rayfield,Jett Thompson,/fighters/derek-rayfield-22103,/fighters/jett-thompson-22085,"('derek rayfield', 'jett thompson')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43472,Rongzhu,Victor Martinez,/fighters/rongzhu-17112,/fighters/victor-martinez-9804,"('rongzhu', 'victor martinez')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43471,Bin Xie,Yudi Cahyadi,/fighters/bin-xie-12716,/fighters/yudi-cahyadi-22149,"('bin xie', 'yudi cahyadi')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43464,George Mangos,Yuito Yanagawa,/fighters/george-mangos-19681,/fighters/yuito-yanagawa-22140,"('george mangos', 'yuito yanagawa')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43465,Ahejiang Ailinuer,Gwan Woo Lim,/fighters/ahejiang-ailinuer-22141,/fighters/gwan-woo-lim-22142,"('ahejiang ailinuer', 'gwan woo lim')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43470,Kasib Murdoch,Yunosuke Minami,/fighters/kasib-murdoch-22147,/fighters/yunosuke-minami-22148,"('kasib murdoch', 'yunosuke minami')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43466,Dagiisuren Chagnaadorj,Regezhen,/fighters/dagiisuren-chagnaadorj-22143,/fighters/regezhen-22144,"('dagiisuren chagnaadorj', 'regezhen')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43468,Kimbert Alintozon,Rabindra Dhant,/fighters/kimbert-alintozon-22145,/fighters/rabindra-dhant-19336,"('kimbert alintozon', 'rabindra dhant')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43469,Haitao Ti,Ryo Tajima,/fighters/haitao-ti-19879,/fighters/ryo-tajima-22146,"('haitao ti', 'ryo tajima')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43467,Jin Aoi,Young Jae Song,/fighters/jin-aoi-10249,/fighters/young-jae-song-17655,"('jin aoi', 'young jae song')",unmatched,0
road-to-ufc-4206,Road to UFC,2026-05-28,https://www.bestfightodds.com/events/road-to-ufc-4206,43486,Chungreng Koren,Ryuho Miyaguchi,/fighters/chungreng-koren-22160,/fighters/ryuho-miyaguchi-22161,"('chungreng koren', 'ryuho miyaguchi')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43473,Ming Shi,Puja Tomar,/fighters/ming-shi-17668,/fighters/puja-tomar-7943,"('ming shi', 'puja tomar')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43474,Namsrai Batbayar,Shuai Yin,/fighters/namsrai-batbayar-19438,/fighters/shuai-yin-17654,"('namsrai batbayar', 'shuai yin')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43479,Jiniushiyue,Kaito Oda,/fighters/jiniushiyue-15863,/fighters/kaito-oda-22151,"('jiniushiyue', 'kaito oda')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43477,Farida Abdueva,Xiaocan Feng,/fighters/farida-abdueva-16673,/fighters/xiaocan-feng-17665,"('farida abdueva', 'xiaocan feng')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43482,Joseph Larcinese,Ryoga Arimoto,/fighters/joseph-larcinese-22153,/fighters/ryoga-arimoto-22154,"('joseph larcinese', 'ryoga arimoto')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43476,Arisa Matsuda,Bo Meng,/fighters/arisa-matsuda-19437,/fighters/bo-meng-14862,"('arisa matsuda', 'bo meng')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43481,Otgonbaatar Boldbaatar,Takaya Suzuki,/fighters/otgonbaatar-boldbaatar-22152,/fighters/takaya-suzuki-20874,"('otgonbaatar boldbaatar', 'takaya suzuki')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43475,Bo Hyun Park,Huaxiang Dong,/fighters/bo-hyun-park-22150,/fighters/huaxiang-dong-17662,"('bo hyun park', 'huaxiang dong')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43480,Eros Baluyot,Takeru Uchida,/fighters/eros-baluyot-18790,/fighters/takeru-uchida-13927,"('eros baluyot', 'takeru uchida')",unmatched,0
road-to-ufc-4207,Road to UFC,2026-05-29,https://www.bestfightodds.com/events/road-to-ufc-4207,43478,Anelya Toktogonova,Machi Fukuda,/fighters/anelya-toktogonova-17641,/fighters/machi-fukuda-16555,"('anelya toktogonova', 'machi fukuda')",unmatched,0
ufc-macau-4188,UFC Macau,2026-05-30,https://www.bestfightodds.com/events/ufc-macau-4188,43328,Alex Perez,Sumudaerji Sumudaerji,/fighters/alex-perez-2459,/fighters/sumudaerji-sumudaerji-8746,"('alex perez', 'sumudaerji sumudaerji')",unmatched,0
ufc-macau-4188,UFC Macau,2026-05-30,https://www.bestfightodds.com/events/ufc-macau-4188,43338,Jose Henrique,Meng Ding,/fighters/jose-henrique-13780,/fighters/meng-ding-18151,"('jose henrique', 'meng ding')",unmatched,0
ufc-macau-4188,UFC Macau,2026-05-30,https://www.bestfightodds.com/events/ufc-macau-4188,43331,Ding Meng,Jose Henrique,/fighters/ding-meng-22070,/fighters/jose-henrique-13780,"('ding meng', 'jose henrique')",unmatched,0
ufc-macau-4188,UFC Macau,2026-05-30,https://www.bestfightodds.com/events/ufc-macau-4188,43404,Kangjie Zhu,Rodrigo Vera,/fighters/kangjie-zhu-17657,/fighters/rodrigo-vera-9204,"('kangjie zhu', 'rodrigo vera')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43535,Devhonte Johnson,Mason Fowler,/fighters/devhonte-johnson-14470,/fighters/mason-fowler-14457,"('devhonte johnson', 'mason fowler')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43537,Joao Nicolite,Nick Rodriguez,/fighters/joao-nicolite-22193,/fighters/nick-rodriguez-13065,"('joao nicolite', 'nick rodriguez')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43538,Amanda Bruse,Ffion Davies,/fighters/amanda-bruse-22194,/fighters/ffion-davies-14421,"('amanda bruse', 'ffion davies')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43539,Bella Mir,Nichelle Johnson,/fighters/bella-mir-20577,/fighters/nichelle-johnson-22195,"('bella mir', 'nichelle johnson')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43540,Achilles Rocha,Filipe Pimentel,/fighters/achilles-rocha-22196,/fighters/filipe-pimentel-22197,"('achilles rocha', 'filipe pimentel')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43541,John Chandler,Raphael Ferreira,/fighters/john-chandler-22198,/fighters/raphael-ferreira-21740,"('john chandler', 'raphael ferreira')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43542,Mourece Ramirez,Victor Delibero,/fighters/mourece-ramirez-22199,/fighters/victor-delibero-22200,"('mourece ramirez', 'victor delibero')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43543,Amanda Mazza,Juliana Lima,/fighters/amanda-mazza-15038,/fighters/juliana-lima-5234,"('amanda mazza', 'juliana lima')",unmatched,0
ufc-bjj-9-4220,UFC BJJ 9,2026-06-05,https://www.bestfightodds.com/events/ufc-bjj-9-4220,43592,Gilbert Burns,Horlando Monteiro,/fighters/gilbert-burns-4747,/fighters/horlando-monteiro-22224,"('gilbert burns', 'horlando monteiro')",unmatched,0
ufc-abu-dhabi-4216,UFC Abu Dhabi,2026-07-25,https://www.bestfightodds.com/events/ufc-abu-dhabi-4216,44098,Islam Dulatov,Wellington Turman,/fighters/islam-dulatov-14955,/fighters/wellington-turman-9275,"('islam dulatov', 'wellington turman')",unmatched,0
ufc-belgrade-4285,UFC Belgrade,2026-08-01,https://www.bestfightodds.com/events/ufc-belgrade-4285,44224,Josias Musasa,Mark Vologdin,/fighters/josias-musasa-18383,/fighters/mark-vologdin-16787,"('josias musasa', 'mark vologdin')",unmatched,0
ufc-vegas-120-4301,UFC Vegas 120,2026-08-08,https://www.bestfightodds.com/events/ufc-vegas-120-4301,44334,Jessie Rosas,Miles Johns,/fighters/jessie-rosas-17426,/fighters/miles-johns-5373,"('jessie rosas', 'miles johns')",unmatched,0
noche-ufc-4299,Noche UFC,2026-08-13,https://www.bestfightodds.com/events/noche-ufc-4299,44360,Jean Silva,Yair Rodriguez,/fighters/jean-silva-554,/fighters/yair-rodriguez-5292,"('jean silva', 'yair rodriguez')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,43741,Ian Machado Garry,Islam Makhachev,/fighters/ian-machado-garry-15690,/fighters/islam-makhachev-5541,"('ian machado garry', 'islam makhachev')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,43742,Gillian Robertson,Mackenzie Dern,/fighters/gillian-robertson-7784,/fighters/mackenzie-dern-6488,"('gillian robertson', 'mackenzie dern')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44349,Jalin Turner,Kaue Fernandes,/fighters/jalin-turner-6854,/fighters/kaue-fernandes-11734,"('jalin turner', 'kaue fernandes')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44347,Dustin Stoltzfus,Mansur Abdul-Malik,/fighters/dustin-stoltzfus-10214,/fighters/mansur-abdul-malik-12720,"('dustin stoltzfus', 'mansur abdul malik')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44351,Edson Barboza,Esteban Ribovics,/fighters/edson-barboza-2099,/fighters/esteban-ribovics-14245,"('edson barboza', 'esteban ribovics')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44359,Chidi Njokuani,Joel Alvarez,/fighters/chidi-njokuani-2452,/fighters/joel-alvarez-8910,"('chidi njokuani', 'joel alvarez')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44354,Donte Johnson,Eric McConico,/fighters/donte-johnson-19752,/fighters/eric-mcconico-15806,"('donte johnson', 'eric mcconico')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44353,Tresean Gore,Vicente Luque,/fighters/tresean-gore-12266,/fighters/vicente-luque-5744,"('tresean gore', 'vicente luque')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44355,Lucas Fernando,Rafael Tobias,/fighters/lucas-fernando-11739,/fighters/rafael-tobias-16116,"('lucas fernando', 'rafael tobias')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44350,Neil Magny,Ramiz Brahimaj,/fighters/neil-magny-3807,/fighters/ramiz-brahimaj-7724,"('neil magny', 'ramiz brahimaj')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44348,Jeremiah Wells,Myktybek Orolbai,/fighters/jeremiah-wells-8059,/fighters/myktybek-orolbai-16276,"('jeremiah wells', 'myktybek orolbai')",unmatched,0
ufc-330-4237,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4237,44352,Charles Johnson,Jose Ochoa,/fighters/charles-johnson-7494,/fighters/jose-ochoa-16739,"('charles johnson', 'jose ochoa')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,43741,Ian Machado Garry,Islam Makhachev,/fighters/ian-machado-garry-15690,/fighters/islam-makhachev-5541,"('ian machado garry', 'islam makhachev')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,43742,Gillian Robertson,Mackenzie Dern,/fighters/gillian-robertson-7784,/fighters/mackenzie-dern-6488,"('gillian robertson', 'mackenzie dern')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44349,Jalin Turner,Kaue Fernandes,/fighters/jalin-turner-6854,/fighters/kaue-fernandes-11734,"('jalin turner', 'kaue fernandes')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44347,Dustin Stoltzfus,Mansur Abdul-Malik,/fighters/dustin-stoltzfus-10214,/fighters/mansur-abdul-malik-12720,"('dustin stoltzfus', 'mansur abdul malik')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44351,Edson Barboza,Esteban Ribovics,/fighters/edson-barboza-2099,/fighters/esteban-ribovics-14245,"('edson barboza', 'esteban ribovics')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44359,Chidi Njokuani,Joel Alvarez,/fighters/chidi-njokuani-2452,/fighters/joel-alvarez-8910,"('chidi njokuani', 'joel alvarez')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44354,Donte Johnson,Eric McConico,/fighters/donte-johnson-19752,/fighters/eric-mcconico-15806,"('donte johnson', 'eric mcconico')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44353,Tresean Gore,Vicente Luque,/fighters/tresean-gore-12266,/fighters/vicente-luque-5744,"('tresean gore', 'vicente luque')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44355,Lucas Fernando,Rafael Tobias,/fighters/lucas-fernando-11739,/fighters/rafael-tobias-16116,"('lucas fernando', 'rafael tobias')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44350,Neil Magny,Ramiz Brahimaj,/fighters/neil-magny-3807,/fighters/ramiz-brahimaj-7724,"('neil magny', 'ramiz brahimaj')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44348,Jeremiah Wells,Myktybek Orolbai,/fighters/jeremiah-wells-8059,/fighters/myktybek-orolbai-16276,"('jeremiah wells', 'myktybek orolbai')",unmatched,0
ufc-330-4297,UFC 330,2026-08-15,https://www.bestfightodds.com/events/ufc-330-4297,44352,Charles Johnson,Jose Ochoa,/fighters/charles-johnson-7494,/fighters/jose-ochoa-16739,"('charles johnson', 'jose ochoa')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44525,Andrew Tackett,Jonnatas Gracie,/fighters/andrew-tackett-20657,/fighters/jonnatas-gracie-12833,"('andrew tackett', 'jonnatas gracie')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44526,Briana Ste-Marie,Rebeca Lima,/fighters/briana-ste-marie-22648,/fighters/rebeca-lima-21041,"('briana ste marie', 'rebeca lima')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44527,Bre Stikk,Cassia Moura,/fighters/bre-stikk-22649,/fighters/cassia-moura-20008,"('bre stikk', 'cassia moura')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44528,Adele Fornarino,Carol Brunacio,/fighters/adele-fornarino-14420,/fighters/carol-brunacio-21043,"('adele fornarino', 'carol brunacio')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44529,Fedor Nikolov,William Tackett,/fighters/fedor-nikolov-22650,/fighters/william-tackett-14449,"('fedor nikolov', 'william tackett')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44530,Jalen Fonacier,Mourece Ramirez,/fighters/jalen-fonacier-21046,/fighters/mourece-ramirez-22199,"('jalen fonacier', 'mourece ramirez')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44531,Andy Varela,Vagner Rocha,/fighters/andy-varela-13037,/fighters/vagner-rocha-1087,"('andy varela', 'vagner rocha')",unmatched,0
ufc-bjj-10-4322,UFC BJJ 10,2026-08-21,https://www.bestfightodds.com/events/ufc-bjj-10-4322,44532,Ana Lima,Danielle Kelly,/fighters/ana-lima-22651,/fighters/danielle-kelly-13036,"('ana lima', 'danielle kelly')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44429,Anthony Hernandez,Gregory Rodrigues,/fighters/anthony-hernandez-6092,/fighters/gregory-rodrigues-6917,"('anthony hernandez', 'gregory rodrigues')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44431,Serghei Spivac,Vitor Petrino,/fighters/serghei-spivac-9985,/fighters/vitor-petrino-14346,"('serghei spivac', 'vitor petrino')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44430,Reinier de Ridder,Roman Dolidze,/fighters/reinier-de-ridder-8891,/fighters/roman-dolidze-9094,"('reinier de ridder', 'roman dolidze')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44433,Marquel Mederos,Mason Jones,/fighters/marquel-mederos-10796,/fighters/mason-jones-7156,"('marquel mederos', 'mason jones')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44436,Carli Judice,Jeisla Chaves,/fighters/carli-judice-16539,/fighters/jeisla-chaves-19899,"('carli judice', 'jeisla chaves')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44434,Jamall Emmers,Lerryan Douglas,/fighters/jamall-emmers-6475,/fighters/lerryan-douglas-15887,"('jamall emmers', 'lerryan douglas')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44432,Kennedy Nzechukwu,Shamil Gaziev,/fighters/kennedy-nzechukwu-7454,/fighters/shamil-gaziev-12522,"('kennedy nzechukwu', 'shamil gaziev')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44435,Chris Padilla,Nasrat Haqparast,/fighters/chris-padilla-6093,/fighters/nasrat-haqparast-7622,"('chris padilla', 'nasrat haqparast')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44522,Marcio Barbosa,Ryan Kuse,/fighters/marcio-barbosa-14704,/fighters/ryan-kuse-10517,"('marcio barbosa', 'ryan kuse')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44520,Gauge Young,Stanley Dorsainvil,/fighters/gauge-young-11235,/fighters/stanley-dorsainvil-18002,"('gauge young', 'stanley dorsainvil')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44437,Jackson McVey,Wes Schultz,/fighters/jackson-mcvey-15053,/fighters/wes-schultz-14304,"('jackson mcvey', 'wes schultz')",unmatched,0
ufc-sacramento-4320,UFC Sacramento,2026-08-22,https://www.bestfightodds.com/events/ufc-sacramento-4320,44518,Elise Reed,Shanelle Dyer,/fighters/elise-reed-9554,/fighters/shanelle-dyer-16552,"('elise reed', 'shanelle dyer')",unmatched,0
ufc-sacramento-4311,UFC Sacramento,2026-08-23,https://www.bestfightodds.com/events/ufc-sacramento-4311,44521,Anthony Wint,Terrance Chatman,/fighters/anthony-wint-16320,/fighters/terrance-chatman-19585,"('anthony wint', 'terrance chatman')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44628,Darrius Flowers,Maheshate,/fighters/darrius-flowers-8177,/fighters/maheshate-12733,"('darrius flowers', 'maheshate')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44629,Treston Vines,Yilizhati Maimaitijiang,/fighters/treston-vines-10774,/fighters/yilizhati-maimaitijiang-22680,"('treston vines', 'yilizhati maimaitijiang')",unmatched,0
road-to-ufc-4332,Road to UFC,2026-08-28,https://www.bestfightodds.com/events/road-to-ufc-4332,44630,Ahejiang Ailinuer,George Mangos,/fighters/ahejiang-ailinuer-22141,/fighters/george-mangos-19681,"('ahejiang ailinuer', 'george mangos')",unmatched,0
